evidence_id,path,source_group,evidence_type,fact,confidence,line
TXT0083,investigation/tempibhres_hres_registration_controlled_v4/TEMPIBHRES_HRES_REGISTRATION_REPORT.md,report_or_doc,keyword_snippet,- This investigation does not prove native georeferencing metadata exists inside tempIBHRes.,medium,52
TXT0084,results/grid_audit_report.md,report_or_doc,keyword_snippet,- planner_interface: `c:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\results\planner_baseline_scenario_c4_predmodel\inputs\30-10-2024_predModel_1_planner_interface.nc`,medium,5
TXT0085,results/grid_audit_report.md,report_or_doc,keyword_snippet,## 1) Extensao espacial (bbox),medium,9
TXT0086,results/grid_audit_report.md,report_or_doc,keyword_snippet,| Grid | BBox | Approx size (km) |,medium,11
TXT0087,results/grid_audit_report.md,report_or_doc,keyword_snippet,"- Planner operational crop: `ny=92, nx=149`",medium,32
TXT0088,results/grid_audit_report.md,report_or_doc,keyword_snippet,"- Logo, a comparacao espacial direta exige uma hipotese de mapeamento para tempIBHRes (foi usada a hipotese linear via bbox HRes para auditoria).",medium,43
TXT0089,results/grid_audit_report.md,report_or_doc,keyword_snippet,- Planner interface `landt==1` fraction (operational crop): `0.865407`,medium,51
TXT0090,results/grid_audit_report.md,report_or_doc,keyword_snippet,- Assumed physical mapping check (tempRes->HRes bbox): `tempRes in planner_full = True`,medium,56
TXT0091,results/grid_audit_report.md,report_or_doc,keyword_snippet,- Oficial recomendada: `planner_interface_c4_full (and its operational crop from Config_file corners)`,medium,61
TXT0092,results/grid_audit_report.md,report_or_doc,keyword_snippet,- Ficheiro oficial: `c:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\results\planner_baseline_scenario_c4_predmodel\inputs\30-10-2024_predModel_1_planner_interface.nc`,medium,62
TXT0093,results/grid_audit_stats.csv,table_or_index,keyword_snippet,"tempIBHRes2024_1_assumed_physical_xy,c:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\data\2024\tempIBHRes2024_1.gslib,assumed_mapping,latlon_assumed_from_hres_bbox,not_declared_assumed_geographic,lon_assumed,lat_assumed,z omitted,112.0,64.0,1.0...",medium,4
TXT0094,results/grid_audit_stats.csv,table_or_index,keyword_snippet,"planner_interface_c4_full,c:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\results\planner_baseline_scenario_c4_predmodel\inputs\30-10-2024_predModel_1_planner_interface.nc,ok,latlon,implicit_geographic_no_explicit_crs_attr,lon,lat,n/a,240.0,180...",medium,5
TXT0095,results/grid_audit_stats.csv,table_or_index,keyword_snippet,"planner_interface_c4_operational_crop,c:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\results\planner_baseline_scenario_c4_predmodel\inputs\30-10-2024_predModel_1_planner_interface.nc,ok,latlon,implicit_geographic_no_explicit_crs_attr,lon_op,la...",medium,6
TXT0096,results/grid_audit_summary.md,report_or_doc,keyword_snippet,- official_planning_grid: `planner_interface_c4_full (and its operational crop from Config_file corners)`,medium,4
TXT0097,results/grid_audit_summary.md,report_or_doc,keyword_snippet,- official_grid_path: `c:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\results\planner_baseline_scenario_c4_predmodel\inputs\30-10-2024_predModel_1_planner_interface.nc`,medium,5
TXT0098,results/grid_audit_summary.md,report_or_doc,keyword_snippet,- Planner operational crop is `92x149` using Config LL/UR corners.,medium,11
TXT0099,results/grid_audit_summary.md,report_or_doc,keyword_snippet,"- Under project display assumption (linear map via HRes bbox), extents are compatible, but cell resolution and indexing still differ.",medium,13
TXT0100,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/color_scale.json,manifest_or_json,keyword_snippet,"""method"": ""indexed_from_gslib_xy"",",high,10
TXT0101,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/color_scale.json,manifest_or_json,keyword_snippet,"""georef_note"": ""Figures derived from tempIBHRes2024_* are shown in indexed grid coordinates (X index, Y index); independently verified native georeferencing of this reduced product is not established in the current repository state.""",high,21
TXT0102,results/plots/pngs_normalized_surface_300_thesis_indexed_axes/color_scale_norm.json,manifest_or_json,keyword_snippet,"""method"": ""indexed_from_gslib_xy"",",high,7
TXT0103,results/plots/pngs_normalized_surface_300_thesis_indexed_axes/color_scale_norm.json,manifest_or_json,keyword_snippet,"""georef_note"": ""Figures derived from tempIBHRes2024_* are shown in indexed grid coordinates (X index, Y index); independently verified native georeferencing of this reduced product is not established in the current repository state.""",high,18
TXT0104,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"1,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z001.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.94198226928711,0.1163462549448013...",medium,2
TXT0105,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"2,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z002.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.02504539489746,0.1025327369570732...",medium,3
TXT0106,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"3,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z003.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.074199676513672,0.135945811867713...",medium,4
TXT0107,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"4,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z004.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.993186950683594,0.065276041626930...",medium,5
TXT0108,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"5,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z005.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.850170135498047,0.142825141549110...",medium,6
TXT0109,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"6,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z006.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.68674087524414,0.2676688432693481...",medium,7
TXT0110,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"7,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z007.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.607840538024902,0.235130116343498...",medium,8
TXT0111,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"8,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z008.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.554160118103027,0.156003206968307...",medium,9
TXT0112,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"9,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z009.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.607635498046875,0.145500853657722...",medium,10
TXT0113,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"10,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z010.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.719329833984375,0.21664054691791...",medium,11
TXT0114,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"11,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z011.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.887060165405273,0.25353586673736...",medium,12
TXT0115,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"12,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z012.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.822425842285156,0.19384071230888...",medium,13
TXT0116,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"13,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z013.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.999298095703125,0.26851993799209...",medium,14
TXT0117,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"14,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z014.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.227783203125,0.20330095291137695...",medium,15
TXT0118,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"15,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z015.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.252864837646484,0.14630821347236...",medium,16
TXT0119,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"16,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z016.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.328323364257812,0.14186717569828...",medium,17
TXT0120,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"17,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z017.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.449281692504883,0.10697449743747...",medium,18
TXT0121,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"18,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z018.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.303476333618164,0.18256758153438...",medium,19
TXT0122,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"19,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z019.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.013282775878906,0.28408122062683...",medium,20
TXT0123,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"20,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z020.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.825496673583984,0.29094961285591...",medium,21
TXT0124,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/manifest.json,manifest_or_json,keyword_snippet,"""output_root"": ""results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1"",",high,3
TXT0125,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/manifest.json,manifest_or_json,keyword_snippet,"""mode"": ""relative_km_display_assumed_from_hres_bbox"",",high,17
TXT0126,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/manifest.json,manifest_or_json,keyword_snippet,"""note"": ""Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.""",high,19
TXT0127,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/manifest.json,manifest_or_json,keyword_snippet,"""crop"": {",high,21
TXT0128,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/manifest.json,manifest_or_json,keyword_snippet,"""cropped_shape_ny_nx"": [",high,30
TXT0129,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/manifest.json,manifest_or_json,keyword_snippet,"""hres_bbox_source"": {",high,39
TXT0130,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"1,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z001.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.5414977073669434,0.08635516464710236,-0...",medium,2
TXT0131,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"2,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z002.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.47984549403190613,0.07610242068767548,-...",medium,3
TXT0132,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"3,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z003.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.44336289167404175,0.10090246051549911,-...",medium,4
TXT0133,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"4,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z004.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.5034923553466797,0.048449546098709106,-...",medium,5
TXT0134,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"5,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z005.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.6096439361572266,0.10600847005844116,-0...",medium,6
TXT0135,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"6,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z006.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.730944037437439,0.1986706703901291,-1.0...",medium,7
TXT0136,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"7,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z007.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.7895057797431946,0.1745195835828781,-1....",medium,8
TXT0137,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"8,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z008.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.8293481469154358,0.11578956991434097,-1...",medium,9
TXT0138,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"9,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z009.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.7896585464477539,0.107994444668293,-0.9...",medium,10
TXT0139,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"10,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z010.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.7067562341690063,0.1607961505651474,-0...",medium,11
TXT0140,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"11,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z011.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.5822619199752808,0.1881808042526245,-0...",medium,12
TXT0141,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"12,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z012.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.6302344799041748,0.14387352764606476,-...",medium,13
TXT0142,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"13,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z013.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.4989568591117859,0.19930236041545868,-...",medium,14
TXT0143,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"14,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z014.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.32936882972717285,0.1508951634168625,-...",medium,15
TXT0144,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"15,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z015.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.31075289845466614,0.10859370231628418,...",medium,16
TXT0145,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"16,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z016.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.254745215177536,0.10529743880033493,-0...",medium,17
TXT0146,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"17,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z017.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.16496753692626953,0.07939920574426651,...",medium,18
TXT0147,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"18,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z018.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.27318790555000305,0.13550631701946259,...",medium,19
TXT0148,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"19,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z019.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.4885762929916382,0.21085232496261597,-...",medium,20
TXT0149,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"20,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z020.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.6279559135437012,0.21595023572444916,-...",medium,21
TXT0150,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/RELATIVE_KM_FEASIBILITY.md,report_or_doc,keyword_snippet,- This output therefore uses a display-derived assumption from HRes bbox mapping.,medium,6
TXT0151,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/RELATIVE_KM_FEASIBILITY.md,report_or_doc,keyword_snippet,- Source bbox from `results/netcdf_files_summary.csv` (HRes row).,medium,15
TXT0152,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/RELATIVE_KM_FEASIBILITY.md,report_or_doc,keyword_snippet,"- Cropped grid: x=1..63, y=1..26 (1-based).",medium,18
TXT0153,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/RELATIVE_KM_FEASIBILITY.md,report_or_doc,keyword_snippet,- Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.,medium,27
TXT0154,results/plots/tempibhres_relative_km_display_assumed_user_style_test_v3/deterministic_2024_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"13,results/plots/tempibhres_relative_km_display_assumed_user_style_test_v3/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z013.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.999298095703125,0.26851993799209595,1...",medium,2
TXT0155,results/plots/tempibhres_relative_km_display_assumed_user_style_test_v3/manifest.json,manifest_or_json,keyword_snippet,"""mode"": ""relative_km_display_assumed_from_hres_bbox"",",high,17
TXT0156,results/plots/tempibhres_relative_km_display_assumed_user_style_test_v3/manifest.json,manifest_or_json,keyword_snippet,"""note"": ""Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.""",high,19
TXT0157,results/plots/tempibhres_relative_km_display_assumed_user_style_test_v3/manifest.json,manifest_or_json,keyword_snippet,"""crop"": {",high,21
TXT0158,results/plots/tempibhres_relative_km_display_assumed_user_style_test_v3/manifest.json,manifest_or_json,keyword_snippet,"""cropped_shape_ny_nx"": [",high,30
TXT0159,results/plots/tempibhres_relative_km_display_assumed_user_style_test_v3/manifest.json,manifest_or_json,keyword_snippet,"""hres_bbox_source"": {",high,39
TXT0160,results/plots/tempibhres_relative_km_display_assumed_user_style_test_v3/pngs_normalized_surface_300_thesis_relative_km_display_assumed/index.csv,table_or_index,keyword_snippet,"13,results/plots/tempibhres_relative_km_display_assumed_user_style_test_v3/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z013.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.4989568591117859,0.19930236041545868,-0.819...",medium,2
TXT0161,results/plots/tempibhres_relative_km_display_assumed_user_style_test_v3/RELATIVE_KM_FEASIBILITY.md,report_or_doc,keyword_snippet,- This output therefore uses a display-derived assumption from HRes bbox mapping.,medium,6
TXT0162,results/plots/tempibhres_relative_km_display_assumed_user_style_test_v3/RELATIVE_KM_FEASIBILITY.md,report_or_doc,keyword_snippet,- Source bbox from `results/netcdf_files_summary.csv` (HRes row).,medium,15
TXT0163,results/plots/tempibhres_relative_km_display_assumed_user_style_test_v3/RELATIVE_KM_FEASIBILITY.md,report_or_doc,keyword_snippet,"- Cropped grid: x=1..63, y=1..26 (1-based).",medium,18
TXT0164,results/plots/tempibhres_relative_km_display_assumed_user_style_test_v3/RELATIVE_KM_FEASIBILITY.md,report_or_doc,keyword_snippet,- Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.,medium,27
TXT0165,results/validation_hres_surface_comparison_20260405_130636/REPORT.md,report_or_doc,keyword_snippet,"- `2024IB` is a wider, coarser regional grid (78x120) with CMEMS-scale bbox.",medium,12
TXT0166,results/validation_hres_surface_comparison_20260405_130636/REPORT.md,report_or_doc,keyword_snippet,"- `tempIBHRes2024_1.gslib` is a smaller local grid (64x112) mapped to HRes local bbox, not full HRes resolution.",medium,13
TXT0167,results/validation_hres_surface_comparison_20260405_130636/REPORT.md,report_or_doc,keyword_snippet,"- HRes scenes are 180x240 and align with HRes bbox metadata, indicating the refined local domain at higher resolution.",medium,14
