z,filepath,x_km_min,x_km_max,y_km_min,y_km_max,mean_norm,std_norm,min_norm,max_norm,x_axis_label,y_axis_label,unit_tag,figure_tag,georef_note
69,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z069.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.4919344186782837,0.03708796575665474,-1.5817432403564453,-1.4327765703201294,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
70,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z070.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.4512572288513184,0.055613208562135696,-1.556848406791687,-1.3726532459259033,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
71,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z071.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.3785871267318726,0.03918323293328285,-1.4516397714614868,-1.3201186656951904,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
72,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z072.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.4459152221679688,0.039116375148296356,-1.5090577602386475,-1.3282432556152344,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
73,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z073.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.4469404220581055,0.03214336186647415,-1.4879577159881592,-1.367580771446228,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
74,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z074.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.2919021844863892,0.02911689318716526,-1.4164013862609863,-1.223589539527893,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
75,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z075.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.123848557472229,0.03682383894920349,-1.2767215967178345,-1.0687938928604126,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
76,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z076.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.0426013469696045,0.045473843812942505,-1.1300688982009888,-0.9230705499649048,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
77,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z077.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.9338750839233398,0.0380682609975338,-1.0172510147094727,-0.8055624961853027,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
78,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z078.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.9785822629928589,0.051515575498342514,-1.086290955543518,-0.8787087202072144,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
79,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z079.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.0418721437454224,0.06075054407119751,-1.30185067653656,-0.9467393755912781,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
80,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z080.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.2681028842926025,0.11181780695915222,-1.54746675491333,-1.105575442314148,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
81,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z081.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.2620866298675537,0.1130065768957138,-1.4375509023666382,-1.0595571994781494,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
82,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z082.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.2728509902954102,0.08203071355819702,-1.42890465259552,-1.062361717224121,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
83,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z083.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.2649239301681519,0.06588192284107208,-1.433230996131897,-1.106564998626709,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
84,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z084.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.3361834287643433,0.06663958728313446,-1.5406734943389893,-1.240660548210144,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
85,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z085.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.4564213752746582,0.0601046159863472,-1.6658552885055542,-1.3859719038009644,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
86,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z086.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.514145851135254,0.04218384250998497,-1.6538864374160767,-1.4342169761657715,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
87,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z087.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.5224168300628662,0.02868843264877796,-1.6096831560134888,-1.4328148365020752,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
88,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z088.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.502374291419983,0.03756016120314598,-1.5751631259918213,-1.4158258438110352,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
89,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z089.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.4313478469848633,0.04421479254961014,-1.521946907043457,-1.3557053804397583,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
90,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z090.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.3521995544433594,0.04026082158088684,-1.4818674325942993,-1.3089454174041748,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
91,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z091.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.2762831449508667,0.05054385960102081,-1.4220244884490967,-1.1968692541122437,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
92,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z092.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.2014530897140503,0.019223103299736977,-1.34001886844635,-1.1666027307510376,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
93,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z093.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.0697228908538818,0.02745162509381771,-1.2086378335952759,-1.0358062982559204,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
94,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z094.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.0101518630981445,0.01620035246014595,-1.1278958320617676,-0.9903905391693115,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
95,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z095.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.0126705169677734,0.042648449540138245,-1.1553047895431519,-0.9611085653305054,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
96,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z096.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.0561962127685547,0.06913934648036957,-1.179718255996704,-0.9534192681312561,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
97,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z097.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.8932150602340698,0.05371388792991638,-1.0092509984970093,-0.8058965802192688,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
98,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z098.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.9764868021011353,0.03159879148006439,-1.0565885305404663,-0.9233083724975586,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
99,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z099.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.0458893775939941,0.015517876483500004,-1.110329270362854,-1.0224465131759644,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
100,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z100.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.0407401323318481,0.034034613519907,-1.144733190536499,-0.967521607875824,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
101,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z101.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.9501578211784363,0.03595814108848572,-1.020707368850708,-0.8175922632217407,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
102,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z102.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.7462371587753296,0.04406352713704109,-0.8143687844276428,-0.6360316276550293,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
103,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z103.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.40002942085266113,0.08481314033269882,-0.5586687922477722,-0.22972993552684784,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
104,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z104.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.18009518086910248,0.07863837480545044,-0.337665855884552,-0.01753748022019863,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
105,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z105.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.35179024934768677,0.05374429374933243,-0.5323760509490967,-0.25377532839775085,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
106,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z106.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.6285106539726257,0.17243073880672455,-0.9557260870933533,-0.326486200094223,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
107,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z107.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.7100600004196167,0.16288401186466217,-0.9812154769897461,-0.33852657675743103,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
108,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z108.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.4562652111053467,0.15737032890319824,-0.7244056463241577,-0.08740709722042084,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
109,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z109.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.3054436445236206,0.13390985131263733,-0.5400398373603821,0.04470868036150932,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
110,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z110.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.37849539518356323,0.09958654642105103,-0.5252954959869385,-0.10043703764677048,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
111,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z111.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.28533509373664856,0.07778846472501755,-0.38904663920402527,-0.08443840593099594,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
112,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z112.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.18642014265060425,0.09451582282781601,-0.29333940148353577,0.05229674279689789,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
113,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z113.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.3238883912563324,0.13385005295276642,-0.5232222676277161,-0.015246904455125332,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
114,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z114.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.38014650344848633,0.1256849765777588,-0.584562361240387,-0.08575782179832458,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
115,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z115.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.6913738250732422,0.12439870089292526,-1.0006669759750366,-0.4301510155200958,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
116,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z116.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.8540723919868469,0.12757572531700134,-1.1700159311294556,-0.5778534412384033,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
117,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z117.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.9431594014167786,0.07938213646411896,-1.1034293174743652,-0.754503071308136,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
118,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z118.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.036783218383789,0.06115191802382469,-1.157094955444336,-0.8556104302406311,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
119,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z119.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.14002525806427,0.056696679443120956,-1.2434147596359253,-1.0187352895736694,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
120,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z120.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.1367193460464478,0.0436282679438591,-1.2451872825622559,-1.0213733911514282,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
121,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z121.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.1075170040130615,0.051834799349308014,-1.243027687072754,-0.9674394726753235,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
122,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z122.png,462.0,492.6393868948385,4376.0,4396.805363199146,-1.0249302387237549,0.035034164786338806,-1.151292085647583,-0.9402244091033936,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
123,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z123.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.8631523251533508,0.04168092459440231,-0.9490525722503662,-0.7803053259849548,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
124,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z124.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.7047449350357056,0.0489206425845623,-0.802145779132843,-0.5995254516601562,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
125,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z125.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.5527740716934204,0.04874569922685623,-0.6473875641822815,-0.46253758668899536,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
126,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z126.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.42981091141700745,0.011861720122396946,-0.465776652097702,-0.40501412749290466,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
127,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z127.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.46489766240119934,0.05931050330400467,-0.5994977951049805,-0.3700297772884369,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
128,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z128.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.21670319139957428,0.08291032165288925,-0.43556031584739685,-0.07478911429643631,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
129,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z129.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.1870875060558319,0.05760568752884865,0.031212976202368736,0.30523115396499634,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
130,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z130.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.45129093527793884,0.037459634244441986,0.31043094396591187,0.5395252704620361,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
131,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z131.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.29706406593322754,0.057648252695798874,0.12508831918239594,0.4367183446884155,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
132,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z132.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.025217393413186073,0.2032993584871292,-0.4844990670681,0.306444376707077,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
133,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z133.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.02546502836048603,0.2663239538669586,-0.6049071550369263,0.42373937368392944,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
134,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z134.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.11460869014263153,0.22434870898723602,-0.6653822660446167,0.36807188391685486,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
135,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z135.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.18901276588439941,0.2632654309272766,-0.7680299282073975,0.2665518522262573,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
136,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z136.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.2320568561553955,0.27932009100914,-0.7616706490516663,0.27628326416015625,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
137,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z137.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.25208431482315063,0.17240063846111298,-0.6344892382621765,0.18078412115573883,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
