step,output_path,figure_name,script_source,plotting_function,background_map_name,background_map_source_file,background_map_shape,trajectory_source_file,trajectory_run_names,coordinate_system_detected,extent_used,origin_used,likely_issue,interpretation
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,figures/step11b_distance_from_baseline_barplot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,Metric summary; no background map.
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,planner_runs/C06_representative__baseline_STD/plots/20260520T155728Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,planner_runs/C06_representative__boundary_alpha025/plots/20260520T160144Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,planner_runs/C06_representative__boundary_alpha050/plots/20260520T160540Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,planner_runs/C06_representative__gradient_alpha025/plots/20260520T161238Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,planner_runs/C06_representative__gradient_alpha050/plots/20260520T161654Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,planner_runs/C06_representative__heterogeneity_alpha025/plots/20260520T162148Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,planner_runs/C06_representative__heterogeneity_alpha050/plots/20260520T162618Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,planner_runs/C06_representative__interest_alpha025/plots/20260520T184220Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,planner_runs/C06_representative__interest_alpha050/plots/20260520T184706Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,planner_runs/C06_representative__representative_zone_alpha025/plots/20260520T183324Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,planner_runs/C06_representative__representative_zone_alpha050/plots/20260520T183803Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,step11b_C06_representative_descriptor_trajectories_panel.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,"descriptor panel backgrounds: STD_norm, boundary, gradient, heterogeneity, representative_zone, interest",Step09/Step10F descriptors loaded by script; information maps also saved in step11b_information_maps_by_descriptor.npz,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,baseline_STD + descriptor alpha025/alpha050 runs,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Can be misleading if read as exact objective map; descriptors were used in information_map but panel backgrounds are diagnostic.,Use regenerated information_map figures when explaining objective; existing panel is useful for path sensitivity against each descriptor background.
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,step11b_collected_scores_barplot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,Metric summary; no background map.
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_165239,step11b_distance_from_baseline_barplot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,Metric summary; no background map.
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,figures/step11b_collected_scores_barplot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,Metric summary; no background map.
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,figures/step11b_distance_from_baseline_barplot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,Metric summary; no background map.
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,figures/step11b_October_control_descriptor_trajectories_panel.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,"descriptor panel backgrounds: STD_norm, boundary, gradient, heterogeneity, representative_zone, interest",Step09/Step10F descriptors loaded by script; information maps also saved in step11b_information_maps_by_descriptor.npz,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,baseline_STD + descriptor alpha025/alpha050 runs,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Can be misleading if read as exact objective map; descriptors were used in information_map but panel backgrounds are diagnostic.,Use regenerated information_map figures when explaining objective; existing panel is useful for path sensitivity against each descriptor background.
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,planner_runs/October_control__baseline_STD/plots/20260520T185529Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,planner_runs/October_control__boundary_alpha025/plots/20260520T205304Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,planner_runs/October_control__boundary_alpha050/plots/20260520T210528Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,planner_runs/October_control__gradient_alpha025/plots/20260520T222225Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,planner_runs/October_control__gradient_alpha050/plots/20260520T222816Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,planner_runs/October_control__heterogeneity_alpha025/plots/20260523T104833Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,planner_runs/October_control__heterogeneity_alpha050/plots/20260523T105342Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,planner_runs/October_control__interest_alpha025/plots/20260523T110730Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,planner_runs/October_control__interest_alpha050/plots/20260523T111220Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,planner_runs/October_control__representative_zone_alpha025/plots/20260523T105835Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,planner_runs/October_control__representative_zone_alpha050/plots/20260523T110235Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,step11b_collected_scores_barplot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,Metric summary; no background map.
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,step11b_distance_from_baseline_barplot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,Metric summary; no background map.
Step11B,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11b_descriptor_ablation_planner_tests_20260520_194733,step11b_October_control_descriptor_trajectories_panel.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11b_descriptor_ablation_planner_tests.py,save_descriptor_panel / plot_bar,"descriptor panel backgrounds: STD_norm, boundary, gradient, heterogeneity, representative_zone, interest",Step09/Step10F descriptors loaded by script; information maps also saved in step11b_information_maps_by_descriptor.npz,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,baseline_STD + descriptor alpha025/alpha050 runs,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Can be misleading if read as exact objective map; descriptors were used in information_map but panel backgrounds are diagnostic.,Use regenerated information_map figures when explaining objective; existing panel is useful for path sensitivity against each descriptor background.
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,baseline_vs_boundary_vs_crossing_overlay.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,boundary_score_norm,Step10F/Step08 prototype boundary descriptor,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,"baseline_STD, boundary_alpha050, crossing_gamma025, crossing_gamma050","ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Crossing_count can count short local transitions near boundary; inspect region-colored path.,Good diagnostic for whether the AUV visits both regimes or mostly follows the boundary area.
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,crossing_metrics_barplot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,figures/baseline_vs_boundary_vs_crossing_overlay.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,boundary_score_norm,Step10F/Step08 prototype boundary descriptor,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,"baseline_STD, boundary_alpha050, crossing_gamma025, crossing_gamma050","ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Crossing_count can count short local transitions near boundary; inspect region-colored path.,Good diagnostic for whether the AUV visits both regimes or mostly follows the boundary area.
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,figures/crossing_metrics_barplot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,figures/region_A_B_boundary_masks.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,region_A/region_B/boundary_core masks,Step11C saved masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,"baseline_STD, boundary_alpha050, crossing_gamma025, crossing_gamma050","ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Crossing_count can count short local transitions near boundary; inspect region-colored path.,Good diagnostic for whether the AUV visits both regimes or mostly follows the boundary area.
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,figures/trajectory_over_boundary.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,boundary_score_norm,Step10F/Step08 prototype boundary descriptor,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,"baseline_STD, boundary_alpha050, crossing_gamma025, crossing_gamma050","ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Crossing_count can count short local transitions near boundary; inspect region-colored path.,Good diagnostic for whether the AUV visits both regimes or mostly follows the boundary area.
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,figures/trajectory_over_region_masks.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,region_A/region_B/boundary_core masks,Step11C saved masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,"baseline_STD, boundary_alpha050, crossing_gamma025, crossing_gamma050","ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Crossing_count can count short local transitions near boundary; inspect region-colored path.,Good diagnostic for whether the AUV visits both regimes or mostly follows the boundary area.
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,figures/trajectory_over_STD.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,STD_norm,Step10F day-specific STD,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,"baseline_STD, boundary_alpha050, crossing_gamma025, crossing_gamma050","ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Crossing_count can count short local transitions near boundary; inspect region-colored path.,Good diagnostic for whether the AUV visits both regimes or mostly follows the boundary area.
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,figures/trajectory_over_TEMPpred.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,TEMPpred,Step10F day-specific TEMPpred,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,"baseline_STD, boundary_alpha050, crossing_gamma025, crossing_gamma050","ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Crossing_count can count short local transitions near boundary; inspect region-colored path.,Good diagnostic for whether the AUV visits both regimes or mostly follows the boundary area.
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,planner_runs/C01_representative__1auv_12h__baseline_STD/plots/20260523T191758Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,planner_runs/C01_representative__1auv_12h__boundary_alpha050/plots/20260523T193059Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
